îNóÓï èoê∂ó¶ÇÃå©í Çµ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125
25,0.04845,0.05334,0.05133,0.05141,0.05432,0.05482,0.05533,0.05620,0.05768,0.05755,0.05977,0.05966,0.05955,0.05937,0.06005,0.05973,0.05974,0.06023,0.05965,0.06047,0.05953,0.06020,0.06059,0.06021,0.06086,0.06157,0.05816,0.06040,0.06110,0.05990,0.06005,0.06022,0.06015,0.06011,0.06013,0.06017,0.06021,0.06025,0.06031,0.06036,0.06040,0.06045,0.06049,0.06052,0.06056,0.06058,0.06061,0.06063,0.06065,0.06068,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070,0.06070
26,0.06066,0.06656,0.06495,0.06295,0.06582,0.06710,0.06754,0.06833,0.06937,0.07105,0.07079,0.07327,0.07296,0.07282,0.07260,0.07344,0.07305,0.07306,0.07366,0.07296,0.07396,0.07281,0.07364,0.07411,0.07365,0.07445,0.07532,0.07115,0.07389,0.07475,0.07328,0.07347,0.07367,0.07359,0.07355,0.07357,0.07362,0.07366,0.07371,0.07379,0.07385,0.07391,0.07396,0.07401,0.07406,0.07410,0.07414,0.07417,0.07420,0.07422,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425,0.07425
27,0.07588,0.08226,0.08009,0.07561,0.07882,0.07955,0.08089,0.08155,0.08244,0.08348,0.08536,0.08497,0.08767,0.08709,0.08692,0.08666,0.08767,0.08720,0.08722,0.08793,0.08710,0.08830,0.08693,0.08792,0.08849,0.08794,0.08890,0.08995,0.08497,0.08824,0.08928,0.08752,0.08775,0.08799,0.08790,0.08785,0.08788,0.08793,0.08799,0.08805,0.08814,0.08822,0.08829,0.08836,0.08842,0.08847,0.08852,0.08857,0.08861,0.08864,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868,0.08868
28,0.08914,0.09814,0.09328,0.08704,0.09194,0.09254,0.09314,0.09483,0.09551,0.09630,0.09736,0.09943,0.09887,0.10166,0.10084,0.10065,0.10034,0.10151,0.10098,0.10101,0.10184,0.10088,0.10227,0.10069,0.10184,0.10250,0.10187,0.10299,0.10421,0.09844,0.10224,0.10344,0.10141,0.10167,0.10196,0.10185,0.10179,0.10183,0.10189,0.10196,0.10204,0.10214,0.10223,0.10232,0.10240,0.10247,0.10254,0.10260,0.10265,0.10270,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274,0.10274
29,0.10024,0.11047,0.10804,0.09704,0.10229,0.10430,0.10469,0.10552,0.10735,0.10788,0.10860,0.10964,0.11183,0.11093,0.11384,0.11278,0.11257,0.11223,0.11353,0.11294,0.11297,0.11390,0.11283,0.11439,0.11262,0.11391,0.11465,0.11395,0.11520,0.11657,0.11012,0.11437,0.11571,0.11345,0.11374,0.11406,0.11395,0.11388,0.11393,0.11400,0.11407,0.11416,0.11428,0.11438,0.11448,0.11457,0.11466,0.11473,0.11480,0.11486,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491,0.11491
30,0.10445,0.11449,0.10934,0.10249,0.10542,0.10718,0.10901,0.10964,0.11049,0.11222,0.11264,0.11328,0.11421,0.11621,0.11519,0.11802,0.11680,0.11658,0.11623,0.11759,0.11697,0.11701,0.11797,0.11687,0.11849,0.11666,0.11799,0.11877,0.11805,0.11936,0.12078,0.11410,0.11850,0.11990,0.11756,0.11786,0.11820,0.11808,0.11801,0.11807,0.11814,0.11822,0.11831,0.11844,0.11855,0.11865,0.11875,0.11884,0.11892,0.11900,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906
31,0.10466,0.11387,0.10961,0.10196,0.10784,0.10702,0.10868,0.11090,0.11165,0.11240,0.11410,0.11445,0.11499,0.11569,0.11764,0.11654,0.11923,0.11792,0.11771,0.11735,0.11873,0.11812,0.11816,0.11914,0.11803,0.11967,0.11783,0.11919,0.11998,0.11927,0.12060,0.12205,0.11531,0.11976,0.12118,0.11882,0.11913,0.11948,0.11936,0.11930,0.11935,0.11943,0.11952,0.11962,0.11975,0.11987,0.11997,0.12008,0.12018,0.12026,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034,0.12034
32,0.09935,0.10909,0.10409,0.09963,0.10276,0.10495,0.10423,0.10633,0.10869,0.10936,0.11008,0.11172,0.11200,0.11233,0.11294,0.11478,0.11363,0.11616,0.11483,0.11463,0.11428,0.11563,0.11504,0.11508,0.11605,0.11498,0.11659,0.11481,0.11613,0.11692,0.11624,0.11755,0.11898,0.11242,0.11676,0.11816,0.11587,0.11618,0.11652,0.11641,0.11635,0.11641,0.11650,0.11659,0.11669,0.11682,0.11694,0.11705,0.11716,0.11726,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736,0.11736
33,0.09224,0.10137,0.09738,0.09282,0.09641,0.09614,0.09844,0.09831,0.10049,0.10269,0.10334,0.10401,0.10552,0.10564,0.10591,0.10642,0.10807,0.10696,0.10926,0.10797,0.10778,0.10746,0.10872,0.10817,0.10822,0.10913,0.10814,0.10965,0.10798,0.10923,0.10998,0.10935,0.11060,0.11195,0.10578,0.10986,0.11119,0.10904,0.10933,0.10966,0.10956,0.10951,0.10957,0.10965,0.10974,0.10984,0.10997,0.11009,0.11019,0.11030,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040,0.11040
34,0.08704,0.09351,0.09003,0.08557,0.08807,0.08865,0.08881,0.09154,0.09166,0.09367,0.09574,0.09635,0.09695,0.09822,0.09830,0.09848,0.09885,0.10033,0.09927,0.10135,0.10014,0.09996,0.09966,0.10084,0.10033,0.10038,0.10123,0.10032,0.10172,0.10018,0.10135,0.10205,0.10148,0.10264,0.10391,0.09818,0.10198,0.10322,0.10123,0.10151,0.10181,0.10172,0.10168,0.10174,0.10182,0.10190,0.10200,0.10212,0.10224,0.10234,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244,0.10244
35,0.07735,0.08374,0.07964,0.07692,0.07953,0.07947,0.08047,0.08119,0.08393,0.08405,0.08594,0.08786,0.08843,0.08889,0.09005,0.09008,0.09018,0.09047,0.09179,0.09081,0.09268,0.09156,0.09140,0.09112,0.09220,0.09174,0.09178,0.09257,0.09173,0.09303,0.09162,0.09269,0.09334,0.09282,0.09389,0.09506,0.08983,0.09330,0.09444,0.09263,0.09288,0.09316,0.09308,0.09305,0.09310,0.09318,0.09326,0.09334,0.09346,0.09357,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367,0.09367
36,0.06641,0.07163,0.06903,0.06572,0.06773,0.06793,0.06820,0.06946,0.07024,0.07260,0.07273,0.07437,0.07604,0.07647,0.07688,0.07787,0.07786,0.07793,0.07817,0.07931,0.07848,0.08009,0.07912,0.07898,0.07874,0.07967,0.07927,0.07931,0.07999,0.07928,0.08040,0.07919,0.08011,0.08068,0.08024,0.08117,0.08218,0.07767,0.08067,0.08167,0.08010,0.08032,0.08056,0.08050,0.08047,0.08052,0.08058,0.08066,0.08073,0.08084,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093,0.08093
37,0.05489,0.05914,0.05678,0.05538,0.05559,0.05564,0.05613,0.05674,0.05798,0.05867,0.06068,0.06081,0.06219,0.06353,0.06389,0.06421,0.06501,0.06497,0.06501,0.06519,0.06614,0.06545,0.06679,0.06598,0.06586,0.06566,0.06644,0.06611,0.06615,0.06672,0.06613,0.06706,0.06605,0.06683,0.06731,0.06694,0.06773,0.06857,0.06481,0.06732,0.06815,0.06684,0.06703,0.06723,0.06718,0.06716,0.06720,0.06726,0.06732,0.06739,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748,0.06748
38,0.04396,0.04762,0.04533,0.04420,0.04533,0.04429,0.04461,0.04532,0.04596,0.04698,0.04756,0.04921,0.04932,0.05039,0.05149,0.05178,0.05203,0.05267,0.05264,0.05267,0.05282,0.05360,0.05305,0.05414,0.05349,0.05339,0.05323,0.05386,0.05359,0.05362,0.05409,0.05361,0.05437,0.05356,0.05419,0.05458,0.05429,0.05493,0.05562,0.05256,0.05460,0.05528,0.05422,0.05437,0.05454,0.05450,0.05448,0.05452,0.05457,0.05462,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467,0.05467
