,,åªîNìxî[ïtó¶,,,,ëŒè€é“äÑçáÅiñ∆èúÅEóPó\ó¶Åj,,,,,,,,
2,44,0.733279989567058,0.614004997308571,0.479975732041347,0.358437464038720,0.617984694194478,0.015559654224518,0.010598727271300,0.006193735152741,0.119413449643781,0.201139135420292,0.000744686105272,0.028365917987618,0.000000000000000
2,45,0.742326619441424,0.608539051373608,0.474638600852396,0.361045706754503,0.618667645851548,0.015552903065043,0.010468416792875,0.006111572762952,0.121946921336972,0.200529462082262,0.000609621742676,0.026113456365671,0.000000000000000
2,46,0.745311351998206,0.605821962157010,0.488241510062176,0.394273151981651,0.617468025890178,0.015590961292543,0.010443451698311,0.006032069920097,0.125565035130580,0.200379260356710,0.000508292924129,0.024012902787451,0.000000000000000
2,47,0.748342992196945,0.616281560253779,0.491437413406154,0.357095668984059,0.614569619848312,0.015841982613557,0.010563076721579,0.005996941050129,0.130320789536312,0.200375746859146,0.000392783907798,0.021939059463167,0.000000000000000
2,48,0.752716423025700,0.615740907600488,0.479148238338704,0.375611175365531,0.610506058949964,0.016425950980989,0.010838071215550,0.006041846366504,0.135272850534256,0.200760284188636,0.000294594186826,0.019860343577275,0.000000000000000
2,49,0.759292962723670,0.618189967060860,0.482504707921063,0.382431222840242,0.605737093857845,0.017325243442704,0.011245058695560,0.006202650041396,0.139686000735605,0.201773267011143,0.000215081165111,0.017815605050637,0.000000000000000
2,50,0.760062210616595,0.605749154859799,0.482787357488905,0.357857112924488,0.608260393218895,0.018422903580966,0.011717423120134,0.006452440743890,0.143390208417922,0.203216185847422,0.000173161587685,0.008367283483086,0.000000000000000
2,51,0.758473033033276,0.608229826615119,0.479855214305552,0.355052862908460,0.610872648658463,0.019471283157470,0.012131253866157,0.006728460669514,0.146220587107213,0.204422694524774,0.000153072016409,0.000000000000000,0.000000000000000
2,52,0.758762367294747,0.612344551437621,0.489710248012148,0.376171858565890,0.607116122314504,0.020218091381496,0.012390548052516,0.006941104263344,0.148252351132482,0.204951920228278,0.000129862627381,0.000000000000000,0.000000000000000
2,53,0.757153838424989,0.608214083534289,0.493929409480574,0.388268401554594,0.604337568614130,0.020519711099143,0.012443046931340,0.007035669674546,0.150098892505417,0.205463828914949,0.000101282260474,0.000000000000000,0.000000000000000
2,54,0.744335869116070,0.615876673628402,0.471399109347797,0.383633169895673,0.601559286346825,0.020386559651236,0.012312748683813,0.006998633860731,0.152455702341807,0.206203626773188,0.000083442342400,0.000000000000000,0.000000000000000
2,55,0.748029647790623,0.614706742754096,0.468516476660525,0.366150698461461,0.598962763717035,0.019941108266602,0.012080243511137,0.006889378124309,0.155104198070395,0.206948132990146,0.000074175320376,0.000000000000000,0.000000000000000
2,56,0.747821887054186,0.609825187395494,0.465995267009851,0.359874913655392,0.596677788295052,0.019393219952867,0.011882298814300,0.006783336068676,0.158502967130948,0.206680000385989,0.000080389352167,0.000000000000000,0.000000000000000
2,57,0.756580168279055,0.613631319408134,0.486672973068016,0.385783300607323,0.595499291931238,0.018894749285599,0.011772508396557,0.006741193803590,0.162618236701188,0.204377566825162,0.000096453056666,0.000000000000000,0.000000000000000
2,58,0.775539810320933,0.608731863438641,0.488359815241975,0.383902886909740,0.595405378093637,0.018475320755914,0.011752466264749,0.006763228968489,0.167135837363802,0.200356025327197,0.000111743226212,0.000000000000000,0.000000000000000
2,59,0.810177943268458,0.621658101426219,0.490733887718417,0.379397356085443,0.595512242163655,0.018106324687912,0.011776004732455,0.006825150871313,0.172029155960736,0.195639729966240,0.000111391617688,0.000000000000000,0.000000000000000
2,60,0.849484298593056,0.642733736914548,0.534038536383961,0.411273419834580,0.633510551727879,0.016455993779273,0.011094233168773,0.005709868171215,0.157272283404763,0.175925423606213,0.000031646141883,0.000000000000000,0.000000000000000
2,61,0.988044205843864,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,62,0.984118237248461,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,63,0.981920275686281,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,64,0.979512207781530,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,65,0.972081993846458,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,66,0.890616138827069,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,67,0.920893314062703,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,68,0.924049546092337,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,69,0.915009594519858,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,70,0.857417395644762,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,20,0.703784903104291,0.508844588118634,0.325457832348625,0.314382659092450,0.379353639397218,0.000696338508891,0.000626247543007,0.000242270947295,0.014688628502644,0.030296058145027,0.542740252022734,0.031356564933185,0.000000000000000
5,21,0.838324320223089,0.494031475991073,0.355935799056495,0.235493986795771,0.336773788522994,0.001325985003462,0.001207663332799,0.000633656550327,0.021777054592250,0.051810223774637,0.533853687920237,0.052617940303295,0.000000000000000
5,22,0.831911656393368,0.496569590736671,0.358447308578144,0.299295174347938,0.327846971769349,0.001824049090481,0.001987158097403,0.001020230847218,0.023310729054618,0.061241568703539,0.527392185479461,0.055377106957932,0.000000000000000
5,23,0.731319921548613,0.510548518551807,0.381940064974957,0.313538197331604,0.407620529292273,0.005216641913681,0.006016080366549,0.003722333494067,0.050329649959115,0.146401009939227,0.246830785619991,0.133862969415097,0.000000000000000
5,24,0.712361222579966,0.539372099073182,0.415312608095263,0.323682709515637,0.427793552296547,0.006177490760260,0.006792860822295,0.004335974409145,0.063380882650652,0.181263469195522,0.169497514513269,0.140758255352310,0.000000000000000
5,25,0.699042248082390,0.552647269192831,0.446483701224344,0.356950459338210,0.446222638374802,0.007203760932181,0.007591322309261,0.004963538487768,0.075636360018866,0.209811315034086,0.104957925652717,0.143613139190318,0.000000000000000
5,26,0.701435994760316,0.544156367735623,0.458122209262758,0.390468000125469,0.461629801370535,0.008281428624400,0.008333951154945,0.005554695380435,0.085975955894066,0.228697944913255,0.060540050121775,0.140986172540590,0.000000000000000
5,27,0.706977652448437,0.557998609959100,0.458347284312875,0.384462777708072,0.472655261589156,0.009333047248949,0.008922470200335,0.006037189521688,0.093730266384815,0.238733657039252,0.036653301018583,0.133934806997223,0.000000000000000
5,28,0.717075609794165,0.580173631657826,0.482933045265342,0.406856510310094,0.479067851512095,0.010284782562173,0.009303960477608,0.006368146342402,0.099295569906186,0.243559240776078,0.026806119834626,0.125314328588831,0.000000000000000
5,29,0.722723151122526,0.585815303199937,0.479367200353554,0.399955228205437,0.482155377360020,0.011109285292389,0.009499553829099,0.006537328125862,0.103648926391201,0.247528629831078,0.022130798054594,0.117390101115757,0.000000000000000
5,30,0.730300741450144,0.588343099143413,0.484515109486785,0.422944873228312,0.484320089272444,0.011842872476880,0.009601837956224,0.006569339648053,0.107695523650088,0.251850839766554,0.018194739634390,0.109924757595365,0.000000000000000
5,31,0.742066423999280,0.600559596218061,0.495272212237339,0.425073263868742,0.488692749277167,0.012506679219134,0.009720109981606,0.006511213568301,0.111010512518455,0.254685950605146,0.014855300762958,0.102017484067234,0.000000000000000
5,32,0.752147487068543,0.613080406745910,0.497089818029374,0.430769548419252,0.495373701300564,0.013139362190824,0.009864471791191,0.006404866938875,0.113339662500764,0.255749554899725,0.012459596471098,0.093668783906959,0.000000000000000
5,33,0.767293314214636,0.626452244600670,0.517270944822753,0.428786260906643,0.503256919990627,0.013771592783917,0.009985465893716,0.006270340028431,0.114411905941195,0.256254246971681,0.010604661780033,0.085444866610399,0.000000000000000
5,34,0.759022468509518,0.643973804923418,0.546238038397784,0.422050546892109,0.510605771078275,0.014429396524843,0.010042624654543,0.006122199556696,0.114686863277593,0.257473258117592,0.008954349968354,0.077685536822103,0.000000000000000
5,35,0.770520202529172,0.641230791964601,0.532326624114229,0.418207094244117,0.517805959159189,0.015114416519931,0.010050981606633,0.005963223405340,0.114783664942742,0.259323673885134,0.007430377541240,0.069527702939791,0.000000000000000
5,36,0.781887663694512,0.645293148711578,0.531711776936845,0.432173959338909,0.525812930275363,0.015839835714383,0.010018149737681,0.005773886968715,0.115249933641566,0.260861646292000,0.006145140780190,0.060298476590101,0.000000000000000
5,37,0.791670835875484,0.646349179222422,0.564920958819111,0.445768114523251,0.534851086629395,0.016551709122118,0.009966315862136,0.005542567368812,0.115939136056545,0.261381008635354,0.005145331568693,0.050622844756947,0.000000000000000
5,38,0.802416830521095,0.656044314529853,0.579188982803041,0.477598471801661,0.543634810383093,0.017179521708998,0.009887605260116,0.005310292104004,0.116970549649459,0.260317245449166,0.004452585397499,0.042247390047666,0.000000000000000
5,39,0.811730809778067,0.645144484104154,0.530026820649054,0.436222591443432,0.550344995418103,0.017662160230606,0.009763542737769,0.005116864736250,0.118226922415730,0.258648348653196,0.003942722782575,0.036294443025770,0.000000000000000
5,40,0.817869593555111,0.660436259554870,0.556930584416068,0.460720208852341,0.554029630568752,0.018006578770073,0.009578347721441,0.004979604729862,0.119791255556887,0.257694288992567,0.003526726711591,0.032393566948827,0.000000000000000
5,41,0.822526478666734,0.656718825488721,0.566201541521152,0.456607194595741,0.556703360360824,0.018216149888482,0.009376494951139,0.004896240390057,0.120908726494767,0.257446830538968,0.003092470053800,0.029359727321962,0.000000000000000
5,42,0.829788773943974,0.651395970071326,0.545049804587677,0.437721060229977,0.559410410586058,0.018304223820354,0.009213580478020,0.004857222340085,0.121631085127775,0.257609264871958,0.002706290398136,0.026267922377614,0.000000000000000
5,43,0.831921269457951,0.668426111956897,0.565103754696347,0.461417634973587,0.562719039681798,0.018299626672694,0.009138049870901,0.004829764709840,0.122365267397003,0.257088838461227,0.002304629301257,0.023254783905280,0.000000000000000
5,44,0.819302456138541,0.651164762052029,0.527158169770829,0.436538538799383,0.565554994893603,0.018233533031860,0.009136011899525,0.004795276882121,0.123902732646687,0.255723819126312,0.001908160905111,0.020745470614781,0.000000000000000
5,45,0.824539134074106,0.661733155193185,0.538017679589259,0.430996170717380,0.567104939402386,0.018140581470087,0.009183730764018,0.004751229553753,0.126475400125173,0.253930988606489,0.001576587173250,0.018836542904842,0.000000000000000
5,46,0.829149819465669,0.654792718583022,0.527295774401289,0.405694438185903,0.566678176076097,0.018155942011842,0.009270954455853,0.004709255545064,0.129700142829224,0.252659148880204,0.001290662365665,0.017535717836052,0.000000000000000
5,47,0.835207063694777,0.658239725793786,0.544718770561026,0.439175652116217,0.564838121474564,0.018452851344487,0.009452901494962,0.004695316215790,0.132621956523814,0.252275210277845,0.001046508829308,0.016617133839231,0.000000000000000
5,48,0.836093055736544,0.665556920964431,0.539061045125597,0.414361590263920,0.562404585183383,0.019119415332540,0.009771602760242,0.004743774185386,0.134796974651289,0.252374588048415,0.000851517820819,0.015937542017928,0.000000000000000
5,49,0.840821895952014,0.656579398007999,0.545129487823669,0.426336739588546,0.560424315260157,0.020078650092772,0.010239088168417,0.004866205894856,0.136285273135514,0.252037456794699,0.000722524319010,0.015346486334575,0.000000000000000
5,50,0.842092927803010,0.661239088130767,0.524568339942776,0.430187261686344,0.567780408142176,0.021157903829953,0.010769033740984,0.005067218956011,0.137439871514218,0.251460736322992,0.000644629645128,0.005680197848537,0.000000000000000
5,51,0.839865078223839,0.655784677782505,0.525895026367638,0.408577351285041,0.572699754438694,0.022110184393786,0.011208147070287,0.005320525494278,0.137752844585197,0.250333298804573,0.000575245213185,0.000000000000000,0.000000000000000
5,52,0.847086783582376,0.654400874698186,0.535492687681398,0.423514725832716,0.574270760976828,0.022729957812194,0.011455772147038,0.005575324378664,0.136714592317260,0.248748352004339,0.000505240363677,0.000000000000000,0.000000000000000
5,53,0.850629549437365,0.674366082039428,0.554354776042021,0.431246418216349,0.578243879250101,0.022965412779427,0.011518335550834,0.005766654449298,0.134438369977809,0.246632004157776,0.000435343834756,0.000000000000000,0.000000000000000
5,54,0.842390802501212,0.665738880616049,0.543523440649758,0.441384188707752,0.584601686974908,0.022926956601299,0.011472858673613,0.005865509736094,0.131016890265815,0.243757548515867,0.000358549232405,0.000000000000000,0.000000000000000
5,55,0.853574652861547,0.677864764390921,0.558788404603048,0.442143266101302,0.593418753109643,0.022768882368295,0.011423376145330,0.005875531398140,0.126718720617765,0.239516641905104,0.000278094455724,0.000000000000000,0.000000000000000
5,56,0.863874031555262,0.679453282245810,0.563292095701894,0.460209162089443,0.605262411824987,0.022615084455036,0.011452989609171,0.005853179613485,0.121614821067684,0.232975998367627,0.000225515062010,0.000000000000000,0.000000000000000
5,57,0.873748789249135,0.689194686909388,0.573932450083131,0.479181913590256,0.620658709965765,0.022539270055229,0.011583625657940,0.005856982887639,0.115642287203579,0.223521892133907,0.000197232095940,0.000000000000000,0.000000000000000
5,58,0.888401525155667,0.706549771790200,0.595159360138643,0.473524609529930,0.639246991494595,0.022523912327850,0.011771932379258,0.005904069318204,0.108775884907044,0.211604946108079,0.000172263464969,0.000000000000000,0.000000000000000
5,59,0.909985036288285,0.723806518658191,0.610234463106659,0.511899768981002,0.659871689312247,0.022515595379947,0.011978493798484,0.005973746811559,0.101347893368810,0.198160009476097,0.000152571852856,0.000000000000000,0.000000000000000
5,60,0.932353277175031,0.754575227792126,0.644010182474108,0.552290898709831,0.707035928143713,0.020168753402286,0.011060832879695,0.005423244420250,0.087186989657050,0.169069814915623,0.000054436581383,0.000000000000000,0.000000000000000
5,61,0.991032397403647,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,62,0.990468521791761,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,63,0.988458621919907,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,64,0.985251503188625,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,65,0.988144344029797,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,66,0.925079091653132,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,67,0.967579560889297,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,68,0.935030663255142,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,69,0.958254895938844,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,70,0.862745943050512,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
